CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Segment,KMeans_Cluster
CUST-0424,22,2,768.48,4,2,2,8,422,New Customers,2
CUST-0425,280,1,156.43,1,1,1,3,111,Lost,1
CUST-0426,12,2,812.9,4,2,2,8,422,New Customers,2
CUST-0427,3,15,21161.65,5,5,5,15,555,Champions,0
CUST-0428,35,6,3928.81,3,3,4,10,334,Loyal Customers,2
CUST-0429,73,4,1676.34,2,3,3,8,233,At Risk,2
CUST-0430,121,4,1703.75,2,3,3,8,233,At Risk,2
CUST-0431,271,2,694.3,1,2,2,5,122,Lost,1
CUST-0432,13,28,49362.08,4,5,5,14,455,Champions,0
CUST-0433,28,1,565.17,3,1,2,6,312,Need Attention,2
CUST-0434,192,3,184.12,1,2,1,4,121,Lost,1
CUST-0435,25,2,229.81,3,2,1,6,321,Need Attention,2
CUST-0436,29,8,8885.7,3,4,4,11,344,Loyal Customers,2
CUST-0437,325,3,799.91,1,2,2,5,122,Lost,1
CUST-0438,362,3,368.27,1,2,2,5,122,Lost,1
CUST-0439,76,3,1718.93,2,2,3,7,223,Need Attention,2
CUST-0440,2,13,36895.02,5,5,5,15,555,Champions,0
CUST-0441,29,7,4839.35,3,4,4,11,344,Loyal Customers,2
CUST-0442,28,1,212.1,3,1,1,5,311,Need Attention,2
CUST-0443,18,1,250.6,4,1,1,6,411,New Customers,2
CUST-0444,241,3,304.95,1,2,1,4,121,Lost,1
CUST-0445,334,1,302.38,1,1,1,3,111,Lost,1
CUST-0446,21,1,400.39,4,1,2,7,412,New Customers,2
CUST-0447,41,7,4849.32,3,4,4,11,344,Loyal Customers,2
CUST-0448,9,15,32523.97,5,5,5,15,555,Champions,0
CUST-0449,1,13,35673.89,5,5,5,15,555,Champions,0
CUST-0450,77,4,1739.96,2,3,3,8,233,At Risk,2
CUST-0451,8,1,153.91,5,1,1,7,511,New Customers,2
CUST-0452,141,7,5245.14,2,4,4,10,244,At Risk,2
CUST-0453,288,3,682.83,1,2,2,5,122,Lost,1
CUST-0454,3,1,297.69,5,1,1,7,511,New Customers,2
CUST-0455,22,7,4722.45,4,4,4,12,444,Champions,2
CUST-0456,23,14,5801.35,4,5,4,13,454,Champions,2
CUST-0457,4,12,33598.81,5,4,5,14,545,Champions,0
CUST-0458,214,1,66.97,1,1,1,3,111,Lost,1
CUST-0459,4,1,641.13,5,1,2,8,512,New Customers,2
CUST-0460,28,8,7819.41,3,4,4,11,344,Loyal Customers,2
CUST-0461,207,3,241.88,1,2,1,4,121,Lost,1
CUST-0462,76,7,5834.61,2,4,4,10,244,At Risk,2
CUST-0463,12,12,4850.65,4,4,4,12,444,Champions,2
CUST-0464,28,2,1058.66,3,2,3,8,323,Need Attention,2
CUST-0465,10,10,10156.26,5,4,5,14,545,Champions,2
CUST-0466,22,9,7062.9,4,4,4,12,444,Champions,2
CUST-0467,64,4,1313.57,3,3,3,9,333,Loyal Customers,2
CUST-0468,117,3,1381.78,2,2,3,7,223,Need Attention,2
CUST-0469,9,1,272.12,5,1,1,7,511,New Customers,2
CUST-0470,115,5,2941.05,2,3,3,8,233,At Risk,2
CUST-0471,141,5,1602.44,2,3,3,8,233,At Risk,2
CUST-0472,14,27,37924.25,4,5,5,14,455,Champions,0
CUST-0473,26,1,197.8,3,1,1,5,311,Need Attention,2
CUST-0474,35,6,4884.48,3,3,4,10,334,Loyal Customers,2
CUST-0475,66,3,619.03,2,2,2,6,222,Need Attention,2
CUST-0476,249,1,130.08,1,1,1,3,111,Lost,1
CUST-0477,27,12,5206.76,3,4,4,11,344,Loyal Customers,2
CUST-0478,33,14,13157.55,3,5,5,13,355,Loyal Customers,2
CUST-0479,79,5,1330.46,2,3,3,8,233,At Risk,2
CUST-0480,77,7,5170.7,2,4,4,10,244,At Risk,2
CUST-0481,11,25,22356.75,5,5,5,15,555,Champions,0
CUST-0482,2,1,519.06,5,1,2,8,512,New Customers,2
CUST-0483,9,13,23625.63,5,5,5,15,555,Champions,0
CUST-0484,15,2,580.15,4,2,2,8,422,New Customers,2
CUST-0485,9,2,353.89,5,2,2,9,522,New Customers,2
CUST-0486,15,2,422.6,4,2,2,8,422,New Customers,2
CUST-0487,26,2,242.34,3,2,1,6,321,Need Attention,2
CUST-0488,354,1,193.17,1,1,1,3,111,Lost,1
CUST-0489,286,2,217.96,1,2,1,4,121,Lost,1
CUST-0490,28,7,3774.31,3,4,3,10,343,Loyal Customers,2
CUST-0491,10,16,30054.99,5,5,5,15,555,Champions,0
CUST-0492,22,10,6007.67,4,4,4,12,444,Champions,2
CUST-0493,9,26,38891.6,5,5,5,15,555,Champions,0
CUST-0494,1,1,426.42,5,1,2,8,512,New Customers,2
CUST-0495,7,12,12743.86,5,4,5,14,545,Champions,2
CUST-0496,4,2,610.09,5,2,2,9,522,New Customers,2
CUST-0497,117,5,3048.78,2,3,3,8,233,At Risk,2
CUST-0498,11,2,927.18,5,2,3,10,523,New Customers,2
CUST-0499,310,2,163.41,1,2,1,4,121,Lost,1
CUST-0500,22,1,192.9,4,1,1,6,411,New Customers,2
CUST-0501,146,6,3702.19,2,3,3,8,233,At Risk,2
CUST-0502,362,3,444.23,1,2,2,5,122,Lost,1
CUST-0503,19,1,470.45,4,1,2,7,412,New Customers,2
CUST-0504,16,8,8404.34,4,4,4,12,444,Champions,2
CUST-0505,13,9,7087.85,4,4,4,12,444,Champions,2
CUST-0506,1,1,390.79,5,1,2,8,512,New Customers,2
CUST-0507,114,6,3785.96,2,3,3,8,233,At Risk,2
CUST-0508,1,23,23077.33,5,5,5,15,555,Champions,0
CUST-0509,33,11,12342.02,3,4,5,12,345,Loyal Customers,2
CUST-0510,13,13,8343.03,4,5,4,13,454,Champions,2
CUST-0511,10,20,32504.45,5,5,5,15,555,Champions,0
CUST-0512,13,2,307.12,4,2,1,7,421,New Customers,2
CUST-0513,41,9,5975.47,3,4,4,11,344,Loyal Customers,2
CUST-0514,96,7,4248.55,2,4,4,10,244,At Risk,2
CUST-0515,1,29,49143.95,5,5,5,15,555,Champions,0
CUST-0516,320,1,321.06,1,1,1,3,111,Lost,1
CUST-0517,8,2,330.26,5,2,2,9,522,New Customers,2
CUST-0518,94,5,3951.68,2,3,4,9,234,At Risk,2
CUST-0519,194,2,194.76,1,2,1,4,121,Lost,1
CUST-0520,19,2,543.71,4,2,2,8,422,New Customers,2
CUST-0521,321,2,561.79,1,2,2,5,122,Lost,1
CUST-0522,43,9,3638.88,3,4,3,10,343,Loyal Customers,2
CUST-0523,10,15,12573.68,5,5,5,15,555,Champions,2
CUST-0524,3,1,412.89,5,1,2,8,512,New Customers,2
CUST-0525,69,5,4024.08,2,3,4,9,234,At Risk,2
CUST-0526,186,1,125.01,1,1,1,3,111,Lost,1
CUST-0527,111,6,2557.32,2,3,3,8,233,At Risk,2
CUST-0528,34,11,8827.42,3,4,4,11,344,Loyal Customers,2
CUST-0529,34,14,10541.81,3,5,5,13,355,Loyal Customers,2
CUST-0530,4,2,977.78,5,2,3,10,523,New Customers,2
CUST-0531,6,2,330.89,5,2,2,9,522,New Customers,2
CUST-0532,4,15,34893.27,5,5,5,15,555,Champions,0
CUST-0533,104,7,2185.14,2,4,3,9,243,At Risk,2
CUST-0534,200,2,190.81,1,2,1,4,121,Lost,1
CUST-0535,27,2,230.26,3,2,1,6,321,Need Attention,2
CUST-0536,43,8,8384.09,3,4,4,11,344,Loyal Customers,2
CUST-0537,79,7,3172.8,2,4,3,9,243,At Risk,2
CUST-0538,104,3,2262.68,2,2,3,7,223,Need Attention,2
CUST-0539,38,14,14116.96,3,5,5,13,355,Loyal Customers,2
CUST-0540,105,6,1496.39,2,3,3,8,233,At Risk,2
CUST-0541,2,23,54950.38,5,5,5,15,555,Champions,0
CUST-0542,15,1,267.81,4,1,1,6,411,New Customers,2
CUST-0543,7,1,362.78,5,1,2,8,512,New Customers,2
CUST-0544,23,10,9363.85,4,4,4,12,444,Champions,2
CUST-0545,139,6,1812.76,2,3,3,8,233,At Risk,2
CUST-0546,117,4,1163.45,2,3,3,8,233,At Risk,2
CUST-0547,196,2,499.06,1,2,2,5,122,Lost,1
CUST-0548,3,1,297.29,5,1,1,7,511,New Customers,2
CUST-0549,43,7,6500.65,3,4,4,11,344,Loyal Customers,2
CUST-0550,17,1,164.15,4,1,1,6,411,New Customers,2
CUST-0551,24,12,8170.83,3,4,4,11,344,Loyal Customers,2
CUST-0552,28,1,166.04,3,1,1,5,311,Need Attention,2
CUST-0553,18,8,5834.58,4,4,4,12,444,Champions,2
CUST-0554,142,6,1599.46,2,3,3,8,233,At Risk,2
CUST-0555,363,2,416.72,1,2,2,5,122,Lost,1
CUST-0556,275,3,170.53,1,2,1,4,121,Lost,1
CUST-0557,132,3,1490.28,2,2,3,7,223,Need Attention,2
CUST-0558,22,1,446.34,4,1,2,7,412,New Customers,2
CUST-0559,242,3,709.26,1,2,2,5,122,Lost,1
CUST-0560,21,1,232.49,4,1,1,6,411,New Customers,2
CUST-0561,39,9,12011.98,3,4,5,12,345,Loyal Customers,2
CUST-0562,6,25,73170.91,5,5,5,15,555,Champions,0
CUST-0563,338,1,344.31,1,1,2,4,112,Lost,1
CUST-0564,93,5,3235.43,2,3,3,8,233,At Risk,2
CUST-0565,29,6,3628.01,3,3,3,9,333,Loyal Customers,2
CUST-0566,21,12,13510.58,4,4,5,13,445,Champions,2
CUST-0567,10,2,307.3,5,2,1,8,521,New Customers,2
CUST-0568,6,22,30650.0,5,5,5,15,555,Champions,0
CUST-0569,22,6,4918.45,4,3,4,11,434,Loyal Customers,2
CUST-0570,13,21,62064.88,4,5,5,14,455,Champions,0
CUST-0571,43,13,5370.02,3,5,4,12,354,Loyal Customers,2
CUST-0572,9,1,448.89,5,1,2,8,512,New Customers,2
CUST-0573,27,10,7514.55,3,4,4,11,344,Loyal Customers,2
CUST-0574,29,7,5472.99,3,4,4,11,344,Loyal Customers,2
CUST-0575,22,9,9737.11,4,4,4,12,444,Champions,2
CUST-0576,245,3,970.32,1,2,3,6,123,Lost,1
CUST-0577,12,6,3868.3,4,3,4,11,434,Loyal Customers,2
CUST-0578,66,6,2896.59,2,3,3,8,233,At Risk,2
CUST-0579,10,19,19636.78,5,5,5,15,555,Champions,0
CUST-0580,132,7,2715.49,2,4,3,9,243,At Risk,2
CUST-0581,13,26,32912.01,4,5,5,14,455,Champions,0
CUST-0582,34,14,12366.7,3,5,5,13,355,Loyal Customers,2
CUST-0583,8,18,44889.61,5,5,5,15,555,Champions,0
CUST-0584,21,2,532.42,4,2,2,8,422,New Customers,2
CUST-0585,5,23,65337.74,5,5,5,15,555,Champions,0
CUST-0586,255,3,630.79,1,2,2,5,122,Lost,1
CUST-0587,13,22,18844.73,4,5,5,14,455,Champions,0
CUST-0588,40,9,4888.7,3,4,4,11,344,Loyal Customers,2
CUST-0589,292,3,612.04,1,2,2,5,122,Lost,1
CUST-0590,34,7,3574.08,3,4,3,10,343,Loyal Customers,2
CUST-0591,24,2,685.93,3,2,2,7,322,Need Attention,2
CUST-0592,103,3,1713.97,2,2,3,7,223,Need Attention,2
CUST-0593,9,13,21048.52,5,5,5,15,555,Champions,2
CUST-0594,13,8,3542.72,4,4,3,11,443,Loyal Customers,2
CUST-0595,118,5,3423.75,2,3,3,8,233,At Risk,2
CUST-0596,17,1,305.97,4,1,1,6,411,New Customers,2
CUST-0597,4,20,21202.55,5,5,5,15,555,Champions,0
CUST-0598,34,11,3944.71,3,4,4,11,344,Loyal Customers,2
CUST-0599,138,6,3949.12,2,3,4,9,234,At Risk,2
CUST-0600,5,1,401.3,5,1,2,8,512,New Customers,2
CUST-0601,245,3,744.01,1,2,2,5,122,Lost,1
CUST-0602,252,3,173.64,1,2,1,4,121,Lost,1
CUST-0603,28,13,6720.75,3,5,4,12,354,Loyal Customers,2
CUST-0604,200,2,546.93,1,2,2,5,122,Lost,1
CUST-0605,16,1,386.29,4,1,2,7,412,New Customers,2
CUST-0606,140,7,4674.98,2,4,4,10,244,At Risk,2
CUST-0607,210,3,208.52,1,2,1,4,121,Lost,1
CUST-0608,11,1,493.41,5,1,2,8,512,New Customers,2
CUST-0609,11,17,29141.3,5,5,5,15,555,Champions,0
CUST-0610,5,13,24664.89,5,5,5,15,555,Champions,0
CUST-0611,11,1,249.0,5,1,1,7,511,New Customers,2
CUST-0612,17,11,6162.62,4,4,4,12,444,Champions,2
CUST-0613,84,3,1905.43,2,2,3,7,223,Need Attention,2
CUST-0614,44,8,3439.03,3,4,3,10,343,Loyal Customers,2
CUST-0615,26,7,4038.35,3,4,4,11,344,Loyal Customers,2
CUST-0616,273,1,187.1,1,1,1,3,111,Lost,1
CUST-0617,26,10,4430.26,3,4,4,11,344,Loyal Customers,2
CUST-0618,94,6,3999.67,2,3,4,9,234,At Risk,2
CUST-0619,23,2,429.04,4,2,2,8,422,New Customers,2
CUST-0620,24,1,193.02,3,1,1,5,311,Need Attention,2
CUST-0621,14,17,26780.18,4,5,5,14,455,Champions,0
CUST-0622,66,5,2780.24,2,3,3,8,233,At Risk,2
CUST-0623,133,4,3096.38,2,3,3,8,233,At Risk,2
CUST-0624,25,9,5280.4,3,4,4,11,344,Loyal Customers,2
CUST-0625,230,2,107.58,1,2,1,4,121,Lost,1
CUST-0626,337,2,195.78,1,2,1,4,121,Lost,1
CUST-0627,23,1,339.09,4,1,2,7,412,New Customers,2
CUST-0628,13,1,178.95,4,1,1,6,411,New Customers,2
CUST-0629,288,2,579.34,1,2,2,5,122,Lost,1
CUST-0630,99,6,1502.82,2,3,3,8,233,At Risk,2
CUST-0631,259,2,255.87,1,2,1,4,121,Lost,1
CUST-0632,69,4,2617.5,2,3,3,8,233,At Risk,2
CUST-0633,13,25,29787.96,4,5,5,14,455,Champions,0
CUST-0634,1,29,48386.01,5,5,5,15,555,Champions,0
CUST-0635,8,2,523.61,5,2,2,9,522,New Customers,2
CUST-0636,32,9,5684.78,3,4,4,11,344,Loyal Customers,2
CUST-0637,93,7,3138.07,2,4,3,9,243,At Risk,2
CUST-0638,109,5,1245.34,2,3,3,8,233,At Risk,2
CUST-0639,27,13,12035.25,3,5,5,13,355,Loyal Customers,2
CUST-0640,230,1,153.91,1,1,1,3,111,Lost,1
CUST-0641,113,3,1270.51,2,2,3,7,223,Need Attention,2
CUST-0642,2,23,22787.96,5,5,5,15,555,Champions,0
CUST-0643,255,3,830.32,1,2,2,5,122,Lost,1
CUST-0644,142,4,1965.63,2,3,3,8,233,At Risk,2
CUST-0645,85,3,597.29,2,2,2,6,222,Need Attention,2
CUST-0646,27,1,428.99,3,1,2,6,312,Need Attention,2
CUST-0647,36,11,13202.29,3,4,5,12,345,Loyal Customers,2
CUST-0648,33,9,5227.17,3,4,4,11,344,Loyal Customers,2
CUST-0649,215,3,758.22,1,2,2,5,122,Lost,1
CUST-0650,21,12,7755.5,4,4,4,12,444,Champions,2
CUST-0651,24,1,128.01,3,1,1,5,311,Need Attention,2
CUST-0652,22,2,1048.68,4,2,3,9,423,New Customers,2
CUST-0653,30,11,7111.4,3,4,4,11,344,Loyal Customers,2
CUST-0654,1,1,151.19,5,1,1,7,511,New Customers,2
CUST-0655,356,3,796.51,1,2,2,5,122,Lost,1
CUST-0656,149,4,2437.82,2,3,3,8,233,At Risk,2
CUST-0657,15,1,139.94,4,1,1,6,411,New Customers,2
CUST-0658,20,9,4517.31,4,4,4,12,444,Champions,2
CUST-0659,257,2,378.36,1,2,2,5,122,Lost,1
CUST-0660,180,2,457.47,2,2,2,6,222,Need Attention,1
CUST-0661,268,2,305.2,1,2,1,4,121,Lost,1
CUST-0662,101,4,1720.48,2,3,3,8,233,At Risk,2
CUST-0663,88,3,2017.26,2,2,3,7,223,Need Attention,2
CUST-0664,5,27,35623.77,5,5,5,15,555,Champions,0
CUST-0665,280,3,790.76,1,2,2,5,122,Lost,1
CUST-0666,3,29,46339.98,5,5,5,15,555,Champions,0
CUST-0667,16,11,7923.1,4,4,4,12,444,Champions,2
CUST-0668,31,10,5473.32,3,4,4,11,344,Loyal Customers,2
CUST-0669,20,2,762.37,4,2,2,8,422,New Customers,2
CUST-0670,38,12,7297.04,3,4,4,11,344,Loyal Customers,2
CUST-0671,25,1,209.31,3,1,1,5,311,Need Attention,2
CUST-0672,10,16,24590.34,5,5,5,15,555,Champions,0
CUST-0673,250,3,482.51,1,2,2,5,122,Lost,1
CUST-0674,2,20,20364.72,5,5,5,15,555,Champions,0
CUST-0675,11,2,603.51,5,2,2,9,522,New Customers,2
CUST-0676,240,2,618.3,1,2,2,5,122,Lost,1
CUST-0677,1,1,329.29,5,1,2,8,512,New Customers,2
CUST-0678,3,21,44294.31,5,5,5,15,555,Champions,0
CUST-0679,43,9,5843.58,3,4,4,11,344,Loyal Customers,2
CUST-0680,61,7,4928.36,3,4,4,11,344,Loyal Customers,2
CUST-0681,10,12,13729.8,5,4,5,14,545,Champions,2
CUST-0682,19,9,3427.1,4,4,3,11,443,Loyal Customers,2
CUST-0683,25,1,245.22,3,1,1,5,311,Need Attention,2
CUST-0684,229,1,170.0,1,1,1,3,111,Lost,1
CUST-0685,16,10,8021.11,4,4,4,12,444,Champions,2
CUST-0686,39,9,9870.47,3,4,4,11,344,Loyal Customers,2
CUST-0687,191,1,105.7,1,1,1,3,111,Lost,1
CUST-0688,109,3,2069.07,2,2,3,7,223,Need Attention,2
CUST-0689,92,3,1625.75,2,2,3,7,223,Need Attention,2
CUST-0690,290,3,760.66,1,2,2,5,122,Lost,1
CUST-0691,2,16,18924.1,5,5,5,15,555,Champions,0
CUST-0692,28,14,11324.75,3,5,5,13,355,Loyal Customers,2
CUST-0693,97,7,3364.3,2,4,3,9,243,At Risk,2
CUST-0694,14,2,553.4,4,2,2,8,422,New Customers,2
CUST-0695,60,3,591.19,3,2,2,7,322,Need Attention,2
CUST-0696,25,2,397.02,3,2,2,7,322,Need Attention,2
CUST-0697,14,21,34884.32,4,5,5,14,455,Champions,0
CUST-0698,23,1,266.34,4,1,1,6,411,New Customers,2
CUST-0699,9,2,876.16,5,2,3,10,523,New Customers,2
CUST-0700,5,2,833.4,5,2,2,9,522,New Customers,2
CUST-0701,26,2,257.52,3,2,1,6,321,Need Attention,2
CUST-0702,4,1,209.96,5,1,1,7,511,New Customers,2
CUST-0703,26,13,7636.54,3,5,4,12,354,Loyal Customers,2
CUST-0704,26,1,239.11,3,1,1,5,311,Need Attention,2
CUST-0705,354,1,288.72,1,1,1,3,111,Lost,1
CUST-0706,64,4,1768.89,3,3,3,9,333,Loyal Customers,2
CUST-0707,4,1,380.95,5,1,2,8,512,New Customers,2
CUST-0708,43,12,7354.31,3,4,4,11,344,Loyal Customers,2
CUST-0709,12,1,332.68,4,1,2,7,412,New Customers,2
CUST-0710,7,1,111.37,5,1,1,7,511,New Customers,2
CUST-0711,10,2,436.46,5,2,2,9,522,New Customers,2
CUST-0712,30,9,5612.1,3,4,4,11,344,Loyal Customers,2
CUST-0713,13,27,60442.33,4,5,5,14,455,Champions,0
CUST-0714,109,7,3433.83,2,4,3,9,243,At Risk,2
CUST-0715,11,2,539.94,5,2,2,9,522,New Customers,2
CUST-0716,355,2,571.62,1,2,2,5,122,Lost,1
CUST-0717,27,7,3512.48,3,4,3,10,343,Loyal Customers,2
CUST-0718,22,8,3390.69,4,4,3,11,443,Loyal Customers,2
CUST-0719,122,3,2469.51,2,2,3,7,223,Need Attention,2
CUST-0720,21,13,13192.38,4,5,5,14,455,Champions,2
CUST-0721,2,1,515.17,5,1,2,8,512,New Customers,2
CUST-0722,96,4,2164.82,2,3,3,8,233,At Risk,2
CUST-0723,43,6,6239.67,3,3,4,10,334,Loyal Customers,2
CUST-0724,71,3,1055.61,2,2,3,7,223,Need Attention,2
CUST-0725,246,2,337.35,1,2,2,5,122,Lost,1
CUST-0726,146,5,3187.49,2,3,3,8,233,At Risk,2
CUST-0727,17,1,515.38,4,1,2,7,412,New Customers,2
CUST-0728,25,6,4523.76,3,3,4,10,334,Loyal Customers,2
CUST-0729,12,2,540.54,4,2,2,8,422,New Customers,2
CUST-0730,317,2,301.99,1,2,1,4,121,Lost,1
CUST-0731,37,10,11902.91,3,4,5,12,345,Loyal Customers,2
CUST-0732,226,3,683.39,1,2,2,5,122,Lost,1
CUST-0733,6,2,861.13,5,2,3,10,523,New Customers,2
CUST-0734,18,2,356.05,4,2,2,8,422,New Customers,2
CUST-0735,337,2,588.99,1,2,2,5,122,Lost,1
CUST-0736,20,6,3087.32,4,3,3,10,433,Loyal Customers,2
CUST-0737,40,14,9345.11,3,5,4,12,354,Loyal Customers,2
CUST-0738,40,8,5016.85,3,4,4,11,344,Loyal Customers,2
CUST-0739,257,3,244.68,1,2,1,4,121,Lost,1
CUST-0740,129,3,1372.08,2,2,3,7,223,Need Attention,2
CUST-0741,23,9,6715.61,4,4,4,12,444,Champions,2
CUST-0742,42,12,7526.92,3,4,4,11,344,Loyal Customers,2
CUST-0743,4,29,60220.43,5,5,5,15,555,Champions,0
CUST-0744,319,3,552.42,1,2,2,5,122,Lost,1
CUST-0745,15,12,7782.21,4,4,4,12,444,Champions,2
CUST-0746,13,15,27524.73,4,5,5,14,455,Champions,0
CUST-0747,42,11,8118.13,3,4,4,11,344,Loyal Customers,2
CUST-0748,7,17,26410.65,5,5,5,15,555,Champions,0
CUST-0749,330,1,78.63,1,1,1,3,111,Lost,1
CUST-0750,27,14,11695.74,3,5,5,13,355,Loyal Customers,2
CUST-0751,1,22,58695.69,5,5,5,15,555,Champions,0
CUST-0752,22,13,10200.41,4,5,5,14,455,Champions,2
CUST-0753,6,2,319.59,5,2,1,8,521,New Customers,2
CUST-0754,205,3,399.47,1,2,2,5,122,Lost,1
CUST-0755,28,1,247.64,3,1,1,5,311,Need Attention,2
CUST-0756,18,1,231.15,4,1,1,6,411,New Customers,2
CUST-0757,23,2,485.65,4,2,2,8,422,New Customers,2
CUST-0758,270,2,204.7,1,2,1,4,121,Lost,1
CUST-0759,38,14,16970.29,3,5,5,13,355,Loyal Customers,2
CUST-0760,65,5,2002.97,2,3,3,8,233,At Risk,2
CUST-0761,22,12,14201.36,4,4,5,13,445,Champions,2
CUST-0762,26,11,6005.63,3,4,4,11,344,Loyal Customers,2
CUST-0763,85,3,1504.97,2,2,3,7,223,Need Attention,2
CUST-0764,22,6,5250.65,4,3,4,11,434,Loyal Customers,2
CUST-0765,7,1,564.06,5,1,2,8,512,New Customers,2
CUST-0766,102,3,1692.53,2,2,3,7,223,Need Attention,2
CUST-0767,19,2,800.15,4,2,2,8,422,New Customers,2
CUST-0768,8,14,35313.5,5,5,5,15,555,Champions,0
CUST-0769,23,12,12920.19,4,4,5,13,445,Champions,2
CUST-0770,83,4,1426.29,2,3,3,8,233,At Risk,2
CUST-0771,323,1,269.31,1,1,1,3,111,Lost,1
CUST-0772,302,3,725.79,1,2,2,5,122,Lost,1
CUST-0773,13,1,298.62,4,1,1,6,411,New Customers,2
CUST-0774,29,2,391.87,3,2,2,7,322,Need Attention,2
CUST-0775,315,2,104.59,1,2,1,4,121,Lost,1
CUST-0776,70,5,3042.43,2,3,3,8,233,At Risk,2
CUST-0777,139,5,1196.74,2,3,3,8,233,At Risk,2
CUST-0778,133,7,3776.66,2,4,3,9,243,At Risk,2
CUST-0779,10,1,277.39,5,1,1,7,511,New Customers,2
CUST-0780,19,10,10615.54,4,4,5,13,445,Champions,2
CUST-0781,26,2,1001.7,3,2,3,8,323,Need Attention,2
CUST-0782,12,9,8405.59,4,4,4,12,444,Champions,2
CUST-0783,13,11,8808.77,4,4,4,12,444,Champions,2
CUST-0784,21,1,170.73,4,1,1,6,411,New Customers,2
CUST-0785,251,2,415.68,1,2,2,5,122,Lost,1
CUST-0786,338,1,168.0,1,1,1,3,111,Lost,1
CUST-0787,3,2,907.82,5,2,3,10,523,New Customers,2
CUST-0788,116,7,4171.45,2,4,4,10,244,At Risk,2
CUST-0789,125,5,1125.0,2,3,3,8,233,At Risk,2
CUST-0790,116,3,1169.76,2,2,3,7,223,Need Attention,2
CUST-0791,78,7,3022.61,2,4,3,9,243,At Risk,2
CUST-0792,29,7,6709.6,3,4,4,11,344,Loyal Customers,2
CUST-0793,13,23,38449.65,4,5,5,14,455,Champions,0
CUST-0794,40,7,7187.44,3,4,4,11,344,Loyal Customers,2
CUST-0795,12,2,675.75,4,2,2,8,422,New Customers,2
CUST-0796,3,12,26582.9,5,4,5,14,545,Champions,0
CUST-0797,354,2,167.27,1,2,1,4,121,Lost,1
CUST-0798,125,5,3963.22,2,3,4,9,234,At Risk,2
CUST-0799,2,27,70746.71,5,5,5,15,555,Champions,0
CUST-0800,351,2,128.14,1,2,1,4,121,Lost,1
CUST-0801,29,7,6956.11,3,4,4,11,344,Loyal Customers,2
CUST-0802,289,2,478.89,1,2,2,5,122,Lost,1
CUST-0803,234,1,327.29,1,1,1,3,111,Lost,1
CUST-0804,18,1,537.37,4,1,2,7,412,New Customers,2
CUST-0805,304,3,198.77,1,2,1,4,121,Lost,1
CUST-0806,27,1,236.75,3,1,1,5,311,Need Attention,2
CUST-0807,3,18,44980.25,5,5,5,15,555,Champions,0
CUST-0808,27,1,308.4,3,1,1,5,311,Need Attention,2
CUST-0809,40,14,16196.1,3,5,5,13,355,Loyal Customers,2
CUST-0810,27,6,6002.36,3,3,4,10,334,Loyal Customers,2
CUST-0811,25,2,1022.79,3,2,3,8,323,Need Attention,2
CUST-0812,349,2,129.01,1,2,1,4,121,Lost,1
CUST-0813,142,3,2090.62,2,2,3,7,223,Need Attention,2
CUST-0814,1,1,275.37,5,1,1,7,511,New Customers,2
CUST-0815,16,7,5790.38,4,4,4,12,444,Champions,2
CUST-0816,6,2,868.09,5,2,3,10,523,New Customers,2
CUST-0817,30,10,5148.8,3,4,4,11,344,Loyal Customers,2
CUST-0818,14,9,6771.43,4,4,4,12,444,Champions,2
CUST-0819,33,6,4132.58,3,3,4,10,334,Loyal Customers,2
CUST-0820,201,2,172.62,1,2,1,4,121,Lost,1
CUST-0821,103,4,1001.69,2,3,3,8,233,At Risk,2
CUST-0822,233,1,99.63,1,1,1,3,111,Lost,1
CUST-0823,13,2,364.35,4,2,2,8,422,New Customers,2
CUST-0824,9,1,150.87,5,1,1,7,511,New Customers,2
CUST-0825,11,2,377.18,5,2,2,9,522,New Customers,2
CUST-0826,20,1,363.92,4,1,2,7,412,New Customers,2
CUST-0827,88,7,2427.56,2,4,3,9,243,At Risk,2
CUST-0828,39,12,12548.36,3,4,5,12,345,Loyal Customers,2
CUST-0829,27,1,153.3,3,1,1,5,311,Need Attention,2
CUST-0830,2,2,642.55,5,2,2,9,522,New Customers,2
CUST-0831,25,14,13107.13,3,5,5,13,355,Loyal Customers,2
CUST-0832,27,2,982.51,3,2,3,8,323,Need Attention,2
CUST-0833,274,1,192.13,1,1,1,3,111,Lost,1
CUST-0834,128,3,2150.65,2,2,3,7,223,Need Attention,2
CUST-0835,108,7,4600.59,2,4,4,10,244,At Risk,2
CUST-0836,17,2,192.31,4,2,1,7,421,New Customers,2
CUST-0837,26,14,11652.61,3,5,5,13,355,Loyal Customers,2
CUST-0838,3,13,16469.59,5,5,5,15,555,Champions,2
CUST-0839,218,2,236.66,1,2,1,4,121,Lost,1
CUST-0840,299,3,205.54,1,2,1,4,121,Lost,1
CUST-0841,94,7,2243.39,2,4,3,9,243,At Risk,2
CUST-0842,252,3,784.15,1,2,2,5,122,Lost,1
CUST-0843,10,14,36469.2,5,5,5,15,555,Champions,0
CUST-0844,14,2,204.49,4,2,1,7,421,New Customers,2
CUST-0845,109,4,1674.54,2,3,3,8,233,At Risk,2
CUST-0846,1,14,18255.82,5,5,5,15,555,Champions,2
CUST-0847,20,1,183.41,4,1,1,6,411,New Customers,2
